id,time,value
2,2024:11:11 23:47:05,49.1
3,2024:11:11 23:47:05,537.5
4,2024:11:11 23:47:05,490.1
5,2024:11:11 23:47:05,233.6
1,2024:11:11 23:48:05,382.1
2,2024:11:11 23:48:05,55.1
3,2024:11:11 23:48:05,46.9
4,2024:11:11 23:48:05,494.9
5,2024:11:11 23:48:05,218.0
1,2024:11:11 23:49:05,392.5
2,2024:11:11 23:49:05,56.8
3,2024:11:11 23:49:05,6.6
4,2024:11:11 23:49:05,529.2
5,2024:11:11 23:49:05,233.1
1,2024:11:11 23:50:05,486.1
2,2024:11:11 23:50:05,713.3
3,2024:11:11 23:50:05,418.9
4,2024:11:11 23:50:05,39.4
5,2024:11:11 23:50:05,243.4
1,2024:11:11 23:51:05,489.5
2,2024:11:11 23:51:05,36.3
3,2024:11:11 23:51:05,388.4
4,2024:11:11 23:51:05,404.3
5,2024:11:11 23:51:05,205.9
1,2024:11:11 23:52:05,362.7
2,2024:11:11 23:52:05,47.3
3,2024:11:11 23:52:05,516.1
4,2024:11:11 23:52:05,500.3
5,2024:11:11 23:52:05,101.3
1,2024:11:11 23:53:05,748.1
2,2024:11:11 23:53:05,268.5
3,2024:11:11 23:53:05,41.7
4,2024:11:11 23:53:05,413.8
5,2024:11:11 23:53:05,221.5
1,2024:11:11 23:54:05,326.0
2,2024:11:11 23:54:05,45.8
3,2024:11:11 23:54:05,500.0
4,2024:11:11 23:54:05,446.3
5,2024:11:11 23:54:05,188.2
1,2024:11:11 23:55:05,67.6
2,2024:11:11 23:55:05,55.3
3,2024:11:11 23:55:05,402.5
4,2024:11:11 23:55:05,288.5
5,2024:11:11 23:55:05,183.6
1,2024:11:11 23:56:05,213.1
2,2024:11:11 23:56:05,53.8
3,2024:11:11 23:56:05,391.8
4,2024:11:11 23:56:05,706.1
5,2024:11:11 23:56:05,198.8
1,2024:11:11 23:57:05,325.5
2,2024:11:11 23:57:05,42.3
3,2024:11:11 23:57:05,11.2
4,2024:11:11 23:57:05,451.8
5,2024:11:11 23:57:05,188.8
1,2024:11:11 23:58:05,373.0
2,2024:11:11 23:58:05,139.4
3,2024:11:11 23:58:05,332.6
4,2024:11:11 23:58:05,353.1
5,2024:11:11 23:58:05,160.0
1,2024:11:11 23:59:05,576.8
2,2024:11:11 23:59:05,46.2
3,2024:11:11 23:59:05,635.7
4,2024:11:11 23:59:05,703.5
5,2024:11:11 23:59:05,168.6
1,2024:11:12 00:00:05,476.9
2,2024:11:12 00:00:05,140.5
3,2024:11:12 00:00:05,352.2
4,2024:11:12 00:00:05,448.9
5,2024:11:12 00:00:05,7.5
1,2024:11:12 00:01:05,488.6
2,2024:11:12 00:01:05,55.2
3,2024:11:12 00:01:05,385.9
4,2024:11:12 00:01:05,36.7
5,2024:11:12 00:01:05,229.4
1,2024:11:12 00:02:05,67.1
2,2024:11:12 00:02:05,46.5
3,2024:11:12 00:02:05,481.7
4,2024:11:12 00:02:05,527.0
5,2024:11:12 00:02:05,237.5
1,2024:11:12 00:03:05,43.3
2,2024:11:12 00:03:05,39.9
3,2024:11:12 00:03:05,411.2
4,2024:11:12 00:03:05,393.6
5,2024:11:12 00:03:05,220.6
1,2024:11:12 00:04:05,138.7
2,2024:11:12 00:04:05,54.0
3,2024:11:12 00:04:05,403.7
4,2024:11:12 00:04:05,389.0
5,2024:11:12 00:04:05,768.4
1,2024:11:12 00:05:05,709.2
2,2024:11:12 00:05:05,40.2
3,2024:11:12 00:05:05,489.7
4,2024:11:12 00:05:05,404.0
5,2024:11:12 00:05:05,54.0
1,2024:11:12 00:06:05,120.6
2,2024:11:12 00:06:05,49.5
3,2024:11:12 00:06:05,358.3
4,2024:11:12 00:06:05,384.7
5,2024:11:12 00:06:05,214.8
1,2024:11:12 00:07:05,377.1
2,2024:11:12 00:07:05,43.9
3,2024:11:12 00:07:05,37.9
4,2024:11:12 00:07:05,450.5
5,2024:11:12 00:07:05,195.9
1,2024:11:12 00:08:05,335.1
2,2024:11:12 00:08:05,106.9
3,2024:11:12 00:08:05,399.6
4,2024:11:12 00:08:05,494.1
5,2024:11:12 00:08:05,365.2
1,2024:11:12 00:09:05,459.8
2,2024:11:12 00:09:05,40.2
3,2024:11:12 00:09:05,532.0
4,2024:11:12 00:09:05,142.5
5,2024:11:12 00:09:05,635.9
1,2024:11:12 00:10:05,545.5
2,2024:11:12 00:10:05,40.0
3,2024:11:12 00:10:05,48.7
4,2024:11:12 00:10:05,361.5
5,2024:11:12 00:10:05,217.1
1,2024:11:12 00:11:05,359.5
2,2024:11:12 00:11:05,38.3
3,2024:11:12 00:11:05,72.9
4,2024:11:12 00:11:05,407.0
5,2024:11:12 00:11:05,53.4
1,2024:11:12 00:12:05,462.6
2,2024:11:12 00:12:05,202.8
3,2024:11:12 00:12:05,536.9
4,2024:11:12 00:12:05,391.7
5,2024:11:12 00:12:05,183.6
1,2024:11:12 00:13:05,693.3
2,2024:11:12 00:13:05,6.3
3,2024:11:12 00:13:05,358.4
4,2024:11:12 00:13:05,1.1
5,2024:11:12 00:13:05,156.6
1,2024:11:12 00:14:05,518.4
2,2024:11:12 00:14:05,7.9
3,2024:11:12 00:14:05,471.1
4,2024:11:12 00:14:05,358.9
5,2024:11:12 00:14:05,194.5
1,2024:11:12 00:15:05,253.5
2,2024:11:12 00:15:05,36.6
3,2024:11:12 00:15:05,385.6
4,2024:11:12 00:15:05,427.2
5,2024:11:12 00:15:05,158.4
1,2024:11:12 00:16:05,543.9
2,2024:11:12 00:16:05,773.4
3,2024:11:12 00:16:05,6.9
4,2024:11:12 00:16:05,530.5
5,2024:11:12 00:16:05,259.1
1,2024:11:12 00:17:05,389.5
2,2024:11:12 00:17:05,42.9
3,2024:11:12 00:17:05,4.3
4,2024:11:12 00:17:05,451.7
5,2024:11:12 00:17:05,200.0
1,2024:11:12 00:18:05,484.7
2,2024:11:12 00:18:05,38.1
3,2024:11:12 00:18:05,415.9
4,2024:11:12 00:18:05,441.4
5,2024:11:12 00:18:05,247.7
1,2024:11:12 00:19:05,356.4
2,2024:11:12 00:19:05,51.7
3,2024:11:12 00:19:05,699.1
4,2024:11:12 00:19:05,80.9
5,2024:11:12 00:19:05,250.3
1,2024:11:12 00:20:05,511.1
2,2024:11:12 00:20:05,47.6
3,2024:11:12 00:20:05,79.6
4,2024:11:12 00:20:05,474.0
5,2024:11:12 00:20:05,171.9
1,2024:11:12 00:21:05,530.2
2,2024:11:12 00:21:05,568.2
3,2024:11:12 00:21:05,0.6
4,2024:11:12 00:21:05,369.3
5,2024:11:12 00:21:05,231.5
1,2024:11:12 00:22:05,474.0
2,2024:11:12 00:22:05,54.6
3,2024:11:12 00:22:05,390.2
4,2024:11:12 00:22:05,659.5
5,2024:11:12 00:22:05,172.0
1,2024:11:12 00:23:05,113.4
2,2024:11:12 00:23:05,51.2
3,2024:11:12 00:23:05,46.8
4,2024:11:12 00:23:05,392.1
5,2024:11:12 00:23:05,740.9
1,2024:11:12 00:24:05,490.8
2,2024:11:12 00:24:05,51.9
3,2024:11:12 00:24:05,585.7
4,2024:11:12 00:24:05,381.2
5,2024:11:12 00:24:05,156.6
1,2024:11:12 00:25:05,354.3
2,2024:11:12 00:25:05,36.9
3,2024:11:12 00:25:05,514.6
4,2024:11:12 00:25:05,45.5
5,2024:11:12 00:25:05,76.1
1,2024:11:12 00:26:05,170.0
2,2024:11:12 00:26:05,51.4
3,2024:11:12 00:26:05,691.6
4,2024:11:12 00:26:05,226.4
5,2024:11:12 00:26:05,211.6
1,2024:11:12 00:27:05,394.3
2,2024:11:12 00:27:05,268.8
3,2024:11:12 00:27:05,158.7
4,2024:11:12 00:27:05,463.5
5,2024:11:12 00:27:05,110.6
1,2024:11:12 00:28:05,64.1
2,2024:11:12 00:28:05,163.4
3,2024:11:12 00:28:05,46.1
4,2024:11:12 00:28:05,540.7
5,2024:11:12 00:28:05,200.7
1,2024:11:12 00:29:05,350.7
2,2024:11:12 00:29:05,43.3
3,2024:11:12 00:29:05,39.2
4,2024:11:12 00:29:05,361.3
5,2024:11:12 00:29:05,352.2
1,2024:11:12 00:30:05,522.3
2,2024:11:12 00:30:05,40.4
3,2024:11:12 00:30:05,619.3
4,2024:11:12 00:30:05,60.1
5,2024:11:12 00:30:05,175.9
1,2024:11:12 00:31:05,398.8
2,2024:11:12 00:31:05,4.8
3,2024:11:12 00:31:05,403.9
4,2024:11:12 00:31:05,749.6
5,2024:11:12 00:31:05,224.3
1,2024:11:12 00:32:05,469.6
2,2024:11:12 00:32:05,48.5
3,2024:11:12 00:32:05,546.2
4,2024:11:12 00:32:05,404.8
5,2024:11:12 00:32:05,161.4
1,2024:11:12 00:33:05,434.4
2,2024:11:12 00:33:05,49.6
3,2024:11:12 00:33:05,36.1
4,2024:11:12 00:33:05,425.3
5,2024:11:12 00:33:05,196.4
1,2024:11:12 00:34:05,313.1
2,2024:11:12 00:34:05,48.7
3,2024:11:12 00:34:05,54.0
4,2024:11:12 00:34:05,451.4
5,2024:11:12 00:34:05,245.5
1,2024:11:12 00:35:05,505.6
2,2024:11:12 00:35:05,38.9
3,2024:11:12 00:35:05,675.6
4,2024:11:12 00:35:05,382.1
5,2024:11:12 00:35:05,178.3
1,2024:11:12 00:36:05,452.8
2,2024:11:12 00:36:05,35.7
3,2024:11:12 00:36:05,36.7
4,2024:11:12 00:36:05,61.5
5,2024:11:12 00:36:05,194.7
1,2024:11:12 00:37:05,64.8
2,2024:11:12 00:37:05,50.5
3,2024:11:12 00:37:05,398.8
4,2024:11:12 00:37:05,461.1
5,2024:11:12 00:37:05,219.8
1,2024:11:12 00:38:05,82.9
2,2024:11:12 00:38:05,42.3
3,2024:11:12 00:38:05,392.3
4,2024:11:12 00:38:05,414.1
5,2024:11:12 00:38:05,230.8
1,2024:11:12 00:39:05,497.4
2,2024:11:12 00:39:05,45.6
3,2024:11:12 00:39:05,443.9
4,2024:11:12 00:39:05,479.9
5,2024:11:12 00:39:05,2.5
1,2024:11:12 00:40:05,476.3
2,2024:11:12 00:40:05,44.3
3,2024:11:12 00:40:05,417.8
4,2024:11:12 00:40:05,534.9
5,2024:11:12 00:40:05,231.4
1,2024:11:12 00:41:05,439.9
2,2024:11:12 00:41:05,49.8
3,2024:11:12 00:41:05,417.9
4,2024:11:12 00:41:05,368.8
5,2024:11:12 00:41:05,164.4
1,2024:11:12 00:42:05,508.6
2,2024:11:12 00:42:05,45.2
3,2024:11:12 00:42:05,408.5
4,2024:11:12 00:42:05,535.3
5,2024:11:12 00:42:05,231.3
1,2024:11:12 00:43:05,354.8
2,2024:11:12 00:43:05,48.4
3,2024:11:12 00:43:05,439.9
4,2024:11:12 00:43:05,443.6
5,2024:11:12 00:43:05,172.6
1,2024:11:12 00:44:05,63.3
2,2024:11:12 00:44:05,298.0
3,2024:11:12 00:44:05,547.4
4,2024:11:12 00:44:05,532.2
5,2024:11:12 00:44:05,456.2
1,2024:11:12 00:45:05,412.1
2,2024:11:12 00:45:05,47.0
3,2024:11:12 00:45:05,537.4
4,2024:11:12 00:45:05,750.6
5,2024:11:12 00:45:05,230.5
1,2024:11:12 00:46:05,378.8
2,2024:11:12 00:46:05,51.9
3,2024:11:12 00:46:05,381.6
4,2024:11:12 00:46:05,97.2
5,2024:11:12 00:46:05,168.6
1,2024:11:12 00:47:05,547.7
2,2024:11:12 00:47:05,10.9
3,2024:11:12 00:47:05,4.4
4,2024:11:12 00:47:05,453.1
5,2024:11:12 00:47:05,220.7
1,2024:11:12 00:48:05,515.6
2,2024:11:12 00:48:05,48.2
3,2024:11:12 00:48:05,787.3
4,2024:11:12 00:48:05,133.2
5,2024:11:12 00:48:05,57.5
1,2024:11:12 00:49:05,491.1
2,2024:11:12 00:49:05,633.6
3,2024:11:12 00:49:05,495.3
4,2024:11:12 00:49:05,362.9
5,2024:11:12 00:49:05,61.7
1,2024:11:12 00:50:05,75.8
2,2024:11:12 00:50:05,46.6
3,2024:11:12 00:50:05,70.5
4,2024:11:12 00:50:05,85.5
5,2024:11:12 00:50:05,159.5
1,2024:11:12 00:51:05,652.4
2,2024:11:12 00:51:05,42.6
3,2024:11:12 00:51:05,408.5
4,2024:11:12 00:51:05,43.1
5,2024:11:12 00:51:05,52.5
1,2024:11:12 00:52:05,306.5
2,2024:11:12 00:52:05,46.1
3,2024:11:12 00:52:05,182.6
4,2024:11:12 00:52:05,373.8
5,2024:11:12 00:52:05,151.0
1,2024:11:12 00:53:05,222.3
2,2024:11:12 00:53:05,48.1
3,2024:11:12 00:53:05,527.9
4,2024:11:12 00:53:05,609.7
5,2024:11:12 00:53:05,478.8
1,2024:11:12 00:54:05,539.6
2,2024:11:12 00:54:05,117.2
3,2024:11:12 00:54:05,385.8
4,2024:11:12 00:54:05,485.5
5,2024:11:12 00:54:05,557.8
1,2024:11:12 00:55:05,1.4
2,2024:11:12 00:55:05,55.5
3,2024:11:12 00:55:05,387.6
4,2024:11:12 00:55:05,756.4
5,2024:11:12 00:55:05,171.2
1,2024:11:12 00:56:05,501.4
2,2024:11:12 00:56:05,52.1
3,2024:11:12 00:56:05,750.3
4,2024:11:12 00:56:05,545.3
5,2024:11:12 00:56:05,244.7
1,2024:11:12 00:57:05,436.6
2,2024:11:12 00:57:05,50.6
3,2024:11:12 00:57:05,4.7
4,2024:11:12 00:57:05,727.0
5,2024:11:12 00:57:05,172.2
1,2024:11:12 00:58:05,358.1
2,2024:11:12 00:58:05,54.6
3,2024:11:12 00:58:05,427.8
4,2024:11:12 00:58:05,496.3
5,2024:11:12 00:58:05,460.1
1,2024:11:12 00:59:05,468.7
2,2024:11:12 00:59:05,46.1
3,2024:11:12 00:59:05,4.5
4,2024:11:12 00:59:05,385.2
5,2024:11:12 00:59:05,190.0
1,2024:11:12 01:00:05,402.7
2,2024:11:12 01:00:05,40.9
3,2024:11:12 01:00:05,646.5
4,2024:11:12 01:00:05,505.9
5,2024:11:12 01:00:05,75.8
1,2024:11:12 01:01:05,252.8
2,2024:11:12 01:01:05,52.6
3,2024:11:12 01:01:05,538.3
4,2024:11:12 01:01:05,758.3
5,2024:11:12 01:01:05,166.3
1,2024:11:12 01:02:05,458.1
2,2024:11:12 01:02:05,55.0
3,2024:11:12 01:02:05,452.5
4,2024:11:12 01:02:05,514.0
5,2024:11:12 01:02:05,238.1
1,2024:11:12 01:03:05,417.6
2,2024:11:12 01:03:05,287.9
3,2024:11:12 01:03:05,381.8
4,2024:11:12 01:03:05,511.4
5,2024:11:12 01:03:05,212.7
1,2024:11:12 01:04:05,388.1
2,2024:11:12 01:04:05,83.8
3,2024:11:12 01:04:05,470.6
4,2024:11:12 01:04:05,493.2
5,2024:11:12 01:04:05,200.7
1,2024:11:12 01:05:05,315.1
2,2024:11:12 01:05:05,35.7
3,2024:11:12 01:05:05,517.7
4,2024:11:12 01:05:05,398.7
5,2024:11:12 01:05:05,52.2
1,2024:11:12 01:06:05,283.2
2,2024:11:12 01:06:05,52.3
3,2024:11:12 01:06:05,435.7
4,2024:11:12 01:06:05,512.9
5,2024:11:12 01:06:05,700.9
1,2024:11:12 01:07:05,531.7
2,2024:11:12 01:07:05,564.3
3,2024:11:12 01:07:05,423.7
4,2024:11:12 01:07:05,47.0
5,2024:11:12 01:07:05,409.0
1,2024:11:12 01:08:05,370.0
2,2024:11:12 01:08:05,40.8
3,2024:11:12 01:08:05,436.5
4,2024:11:12 01:08:05,363.7
5,2024:11:12 01:08:05,603.1
1,2024:11:12 01:09:05,412.4
2,2024:11:12 01:09:05,724.7
3,2024:11:12 01:09:05,222.3
4,2024:11:12 01:09:05,387.7
5,2024:11:12 01:09:05,603.4
1,2024:11:12 01:10:05,461.9
2,2024:11:12 01:10:05,52.8
3,2024:11:12 01:10:05,516.4
4,2024:11:12 01:10:05,512.8
5,2024:11:12 01:10:05,218.8
1,2024:11:12 01:11:05,96.6
2,2024:11:12 01:11:05,42.5
3,2024:11:12 01:11:05,390.2
4,2024:11:12 01:11:05,523.1
5,2024:11:12 01:11:05,217.9
1,2024:11:12 01:12:05,452.4
2,2024:11:12 01:12:05,47.6
3,2024:11:12 01:12:05,48.5
4,2024:11:12 01:12:05,396.8
5,2024:11:12 01:12:05,41.0
1,2024:11:12 01:13:05,467.6
2,2024:11:12 01:13:05,11.3
3,2024:11:12 01:13:05,504.4
4,2024:11:12 01:13:05,508.2
5,2024:11:12 01:13:05,690.9
1,2024:11:12 01:14:05,115.1
2,2024:11:12 01:14:05,47.7
3,2024:11:12 01:14:05,4.1
4,2024:11:12 01:14:05,524.3
5,2024:11:12 01:14:05,114.1
1,2024:11:12 01:15:05,497.4
2,2024:11:12 01:15:05,38.5
3,2024:11:12 01:15:05,393.1
4,2024:11:12 01:15:05,115.5
5,2024:11:12 01:15:05,492.3
1,2024:11:12 01:16:05,504.2
2,2024:11:12 01:16:05,40.5
3,2024:11:12 01:16:05,523.9
4,2024:11:12 01:16:05,548.8
5,2024:11:12 01:16:05,480.9
1,2024:11:12 01:17:05,251.0
2,2024:11:12 01:17:05,663.8
3,2024:11:12 01:17:05,4.3
4,2024:11:12 01:17:05,377.7
5,2024:11:12 01:17:05,198.2
1,2024:11:12 01:18:05,526.7
2,2024:11:12 01:18:05,9.8
3,2024:11:12 01:18:05,36.9
4,2024:11:12 01:18:05,489.7
5,2024:11:12 01:18:05,760.6
1,2024:11:12 01:19:05,509.9
2,2024:11:12 01:19:05,46.0
3,2024:11:12 01:19:05,8.1
4,2024:11:12 01:19:05,42.0
5,2024:11:12 01:19:05,48.9
1,2024:11:12 01:20:05,408.4
2,2024:11:12 01:20:05,39.7
3,2024:11:12 01:20:05,357.7
4,2024:11:12 01:20:05,519.8
5,2024:11:12 01:20:05,209.4
1,2024:11:12 01:21:05,451.0
2,2024:11:12 01:21:05,53.3
3,2024:11:12 01:21:05,461.3
4,2024:11:12 01:21:05,497.5
5,2024:11:12 01:21:05,9.3
1,2024:11:12 01:22:05,140.1
2,2024:11:12 01:22:05,12.0
3,2024:11:12 01:22:05,411.4
4,2024:11:12 01:22:05,378.0
5,2024:11:12 01:22:05,139.3
1,2024:11:12 01:23:05,134.1
2,2024:11:12 01:23:05,676.5
3,2024:11:12 01:23:05,672.7
4,2024:11:12 01:23:05,362.5
5,2024:11:12 01:23:05,154.2
1,2024:11:12 01:24:05,280.5
2,2024:11:12 01:24:05,11.9
3,2024:11:12 01:24:05,77.7
4,2024:11:12 01:24:05,464.7
5,2024:11:12 01:24:05,265.8
1,2024:11:12 01:25:05,77.7
2,2024:11:12 01:25:05,78.9
3,2024:11:12 01:25:05,45.9
4,2024:11:12 01:25:05,383.8
5,2024:11:12 01:25:05,205.1
1,2024:11:12 01:26:05,481.1
2,2024:11:12 01:26:05,748.5
3,2024:11:12 01:26:05,546.3
4,2024:11:12 01:26:05,46.5
5,2024:11:12 01:26:05,137.2
1,2024:11:12 01:27:05,512.6
2,2024:11:12 01:27:05,43.7
3,2024:11:12 01:27:05,496.9
4,2024:11:12 01:27:05,439.5
5,2024:11:12 01:27:05,759.8
1,2024:11:12 01:28:05,318.2
2,2024:11:12 01:28:05,52.2
3,2024:11:12 01:28:05,360.8
4,2024:11:12 01:28:05,462.5
5,2024:11:12 01:28:05,207.2
1,2024:11:12 01:29:05,388.4
2,2024:11:12 01:29:05,46.0
3,2024:11:12 01:29:05,411.7
4,2024:11:12 01:29:05,410.1
5,2024:11:12 01:29:05,225.6
1,2024:11:12 01:30:05,463.2
2,2024:11:12 01:30:05,39.0
3,2024:11:12 01:30:05,490.7
4,2024:11:12 01:30:05,199.2
5,2024:11:12 01:30:05,206.3
1,2024:11:12 01:31:05,409.9
2,2024:11:12 01:31:05,45.5
3,2024:11:12 01:31:05,196.7
4,2024:11:12 01:31:05,518.4
5,2024:11:12 01:31:05,219.3
1,2024:11:12 01:32:05,441.4
2,2024:11:12 01:32:05,40.4
3,2024:11:12 01:32:05,431.8
4,2024:11:12 01:32:05,1.1
5,2024:11:12 01:32:05,200.8
1,2024:11:12 01:33:05,522.3
2,2024:11:12 01:33:05,35.8
3,2024:11:12 01:33:05,493.9
4,2024:11:12 01:33:05,73.7
5,2024:11:12 01:33:05,247.3
1,2024:11:12 01:34:05,335.8
2,2024:11:12 01:34:05,49.2
3,2024:11:12 01:34:05,444.3
4,2024:11:12 01:34:05,437.2
5,2024:11:12 01:34:05,389.6
1,2024:11:12 01:35:05,470.7
2,2024:11:12 01:35:05,619.4
3,2024:11:12 01:35:05,485.3
4,2024:11:12 01:35:05,415.9
5,2024:11:12 01:35:05,154.7
1,2024:11:12 01:36:05,473.6
2,2024:11:12 01:36:05,62.5
3,2024:11:12 01:36:05,293.2
4,2024:11:12 01:36:05,351.6
5,2024:11:12 01:36:05,165.1
1,2024:11:12 01:37:05,593.9
2,2024:11:12 01:37:05,684.4
3,2024:11:12 01:37:05,414.5
4,2024:11:12 01:37:05,454.0
5,2024:11:12 01:37:05,59.3
1,2024:11:12 01:38:05,427.7
2,2024:11:12 01:38:05,37.5
3,2024:11:12 01:38:05,525.1
4,2024:11:12 01:38:05,536.2
5,2024:11:12 01:38:05,249.5
1,2024:11:12 01:39:05,113.0
2,2024:11:12 01:39:05,44.1
3,2024:11:12 01:39:05,378.2
4,2024:11:12 01:39:05,10.8
5,2024:11:12 01:39:05,214.1
1,2024:11:12 01:40:05,569.5
2,2024:11:12 01:40:05,96.4
3,2024:11:12 01:40:05,441.0
4,2024:11:12 01:40:05,8.6
5,2024:11:12 01:40:05,759.1
1,2024:11:12 01:41:05,302.6
2,2024:11:12 01:41:05,6.0
3,2024:11:12 01:41:05,500.2
4,2024:11:12 01:41:05,360.8
5,2024:11:12 01:41:05,234.6
1,2024:11:12 01:42:05,254.7
2,2024:11:12 01:42:05,40.1
3,2024:11:12 01:42:05,5.3
4,2024:11:12 01:42:05,731.6
5,2024:11:12 01:42:05,229.1
1,2024:11:12 01:43:05,522.5
2,2024:11:12 01:43:05,755.2
3,2024:11:12 01:43:05,431.5
4,2024:11:12 01:43:05,405.4
5,2024:11:12 01:43:05,352.5
1,2024:11:12 01:44:05,293.0
2,2024:11:12 01:44:05,54.9
3,2024:11:12 01:44:05,496.4
4,2024:11:12 01:44:05,406.2
5,2024:11:12 01:44:05,215.0
1,2024:11:12 01:45:05,536.7
2,2024:11:12 01:45:05,41.2
3,2024:11:12 01:45:05,488.5
4,2024:11:12 01:45:05,428.0
5,2024:11:12 01:45:05,219.1
1,2024:11:12 01:46:05,746.8
2,2024:11:12 01:46:05,3.7
3,2024:11:12 01:46:05,434.2
4,2024:11:12 01:46:05,380.0
5,2024:11:12 01:46:05,217.7
1,2024:11:12 01:47:05,400.5
2,2024:11:12 01:47:05,51.9
3,2024:11:12 01:47:05,364.9
4,2024:11:12 01:47:05,396.0
5,2024:11:12 01:47:05,544.7
1,2024:11:12 01:48:05,761.6
2,2024:11:12 01:48:05,36.8
3,2024:11:12 01:48:05,490.5
4,2024:11:12 01:48:05,432.9
5,2024:11:12 01:48:05,549.9
1,2024:11:12 01:49:05,415.8
2,2024:11:12 01:49:05,83.6
3,2024:11:12 01:49:05,480.1
4,2024:11:12 01:49:05,356.7
5,2024:11:12 01:49:05,160.0
1,2024:11:12 01:50:05,295.0
2,2024:11:12 01:50:05,3.5
3,2024:11:12 01:50:05,370.9
4,2024:11:12 01:50:05,346.2
5,2024:11:12 01:50:05,202.2
1,2024:11:12 01:51:05,656.4
2,2024:11:12 01:51:05,36.4
3,2024:11:12 01:51:05,9.7
4,2024:11:12 01:51:05,519.9
5,2024:11:12 01:51:05,224.7
1,2024:11:12 01:52:05,527.5
2,2024:11:12 01:52:05,54.5
3,2024:11:12 01:52:05,492.6
4,2024:11:12 01:52:05,357.6
5,2024:11:12 01:52:05,491.7
1,2024:11:12 01:53:05,438.1
2,2024:11:12 01:53:05,37.0
3,2024:11:12 01:53:05,412.6
4,2024:11:12 01:53:05,151.5
5,2024:11:12 01:53:05,207.5
1,2024:11:12 01:54:05,47.0
2,2024:11:12 01:54:05,44.9
3,2024:11:12 01:54:05,11.6
4,2024:11:12 01:54:05,519.7
5,2024:11:12 01:54:05,239.3
1,2024:11:12 01:55:05,362.7
2,2024:11:12 01:55:05,122.3
3,2024:11:12 01:55:05,510.8
4,2024:11:12 01:55:05,466.4
5,2024:11:12 01:55:05,45.8
1,2024:11:12 01:56:05,63.0
2,2024:11:12 01:56:05,36.6
3,2024:11:12 01:56:05,39.3
4,2024:11:12 01:56:05,636.0
5,2024:11:12 01:56:05,161.7
1,2024:11:12 01:57:05,484.1
2,2024:11:12 01:57:05,38.5
3,2024:11:12 01:57:05,399.6
4,2024:11:12 01:57:05,474.6
5,2024:11:12 01:57:05,205.0
1,2024:11:12 01:58:05,367.4
2,2024:11:12 01:58:05,342.6
3,2024:11:12 01:58:05,67.3
4,2024:11:12 01:58:05,417.8
5,2024:11:12 01:58:05,45.1
1,2024:11:12 01:59:05,382.4
2,2024:11:12 01:59:05,39.8
3,2024:11:12 01:59:05,7.3
4,2024:11:12 01:59:05,531.3
5,2024:11:12 01:59:05,155.7
1,2024:11:12 02:00:05,362.1
2,2024:11:12 02:00:05,54.7
3,2024:11:12 02:00:05,50.1
4,2024:11:12 02:00:05,416.8
5,2024:11:12 02:00:05,231.2
1,2024:11:12 02:01:05,492.5
2,2024:11:12 02:01:05,50.4
3,2024:11:12 02:01:05,501.0
4,2024:11:12 02:01:05,372.6
5,2024:11:12 02:01:05,166.0
1,2024:11:12 02:02:05,282.5
2,2024:11:12 02:02:05,114.4
3,2024:11:12 02:02:05,501.8
4,2024:11:12 02:02:05,366.1
5,2024:11:12 02:02:05,1.1
1,2024:11:12 02:03:05,355.3
2,2024:11:12 02:03:05,3.1
3,2024:11:12 02:03:05,350.9
4,2024:11:12 02:03:05,420.4
5,2024:11:12 02:03:05,248.3
1,2024:11:12 02:04:05,707.3
2,2024:11:12 02:04:05,559.0
3,2024:11:12 02:04:05,8.8
4,2024:11:12 02:04:05,673.4
5,2024:11:12 02:04:05,571.2
1,2024:11:12 02:05:05,527.5
2,2024:11:12 02:05:05,733.6
3,2024:11:12 02:05:05,53.8
4,2024:11:12 02:05:05,531.9
5,2024:11:12 02:05:05,196.6
1,2024:11:12 02:06:05,402.7
2,2024:11:12 02:06:05,53.3
3,2024:11:12 02:06:05,487.8
4,2024:11:12 02:06:05,434.2
5,2024:11:12 02:06:05,232.7
1,2024:11:12 02:07:05,349.9
2,2024:11:12 02:07:05,557.8
3,2024:11:12 02:07:05,537.1
4,2024:11:12 02:07:05,365.6
5,2024:11:12 02:07:05,242.3
1,2024:11:12 02:08:05,545.2
2,2024:11:12 02:08:05,140.3
3,2024:11:12 02:08:05,407.7
4,2024:11:12 02:08:05,77.8
5,2024:11:12 02:08:05,735.8
1,2024:11:12 02:09:05,483.6
2,2024:11:12 02:09:05,44.7
3,2024:11:12 02:09:05,351.9
4,2024:11:12 02:09:05,669.7
5,2024:11:12 02:09:05,224.0
1,2024:11:12 02:10:05,380.9
2,2024:11:12 02:10:05,40.5
3,2024:11:12 02:10:05,46.4
4,2024:11:12 02:10:05,121.3
5,2024:11:12 02:10:05,712.4
1,2024:11:12 02:11:05,586.2
2,2024:11:12 02:11:05,730.2
3,2024:11:12 02:11:05,411.6
4,2024:11:12 02:11:05,509.1
5,2024:11:12 02:11:05,160.1
1,2024:11:12 02:12:05,292.0
2,2024:11:12 02:12:05,6.3
3,2024:11:12 02:12:05,98.8
4,2024:11:12 02:12:05,3.3
5,2024:11:12 02:12:05,195.4
1,2024:11:12 02:13:05,297.9
2,2024:11:12 02:13:05,598.8
3,2024:11:12 02:13:05,162.7
4,2024:11:12 02:13:05,427.3
5,2024:11:12 02:13:05,2.7
1,2024:11:12 02:14:05,364.0
2,2024:11:12 02:14:05,610.9
